Cycle_BatchID,EventFrameID_Reference,Time_out,L1_WithoutSensorNoise_PV
A_17,6.0,3.0229999999999677,-29.716499999999996
A_17,7.0,7.021999999999991,24.091899999999995
A_17,8.0,1.9990000000000236,0.08740000000000236
A_17,9.0,1.2559999999999718,-17.8699
A_17,10.0,0.08699999999998909,-73.039052
A_18,-10.0,0.0,0.0
A_18,-9.0,0.0,0.0
A_18,-8.0,0.0,0.0
A_18,-7.0,0.0,0.0
A_18,-6.0,0.0,0.0
A_18,-5.0,0.33899999999999864,0.0
A_18,-4.0,0.0,0.0
A_18,-3.0,0.0,0.0
A_18,-2.0,0.0,0.0
A_18,-1.0,0.7000000000000455,0.0
A_18,1.0,0.05099999999998772,30.4402
A_18,2.0,0.05200000000002092,31.034200000000002
A_18,3.1,0.06600000000003092,4.005499999999998
A_18,3.2,0.08699999999998909,-1.8982000000000028
A_18,4.1,0.2489999999999668,0.0
A_18,4.2,0.08799999999996544,15.822399999999988
A_18,4.3,0.08299999999996999,-0.007800000000003138
A_18,5.0,0.5729999999999791,4.056100000000001
A_18,6.0,2.9119999999999777,-29.1498
A_18,7.0,6.537999999999954,24.062400000000004
A_18,8.0,1.9989999999999668,0.4890000000000043
A_18,9.0,0.8170000000000073,-13.668900000000008
A_18,10.0,0.08600000000001273,-72.454803
A_19,-10.0,0.0,0.0
A_19,-9.0,0.0,0.0
A_19,-8.0,0.19599999999996953,0.03100000000000591
A_19,-7.0,0.7450000000000045,4.692800000000005
A_19,-6.0,0.0,0.0
A_19,-5.0,0.0,0.0
A_19,-4.0,0.0,0.0
A_19,-3.0,0.0,0.0
A_19,-2.0,0.0,0.0
A_19,-1.0,0.674000000000035,0.0
A_19,1.0,0.05099999999998772,30.5314
A_19,2.0,0.05099999999998772,30.5646
A_19,3.1,0.08100000000001728,4.678000000000004
A_19,3.2,0.07200000000000273,2.510300000000001
A_19,4.1,0.24900000000002365,0.0
A_19,4.2,0.09600000000000364,16.926300000000012
A_19,4.3,0.08299999999996999,-0.007699999999999818
A_19,5.0,0.5099999999999909,3.242199999999997
A_19,6.0,3.25,-29.19610000000001
A_19,7.0,6.3799999999999955,23.958699999999993
A_19,8.0,1.9989999999999668,0.7679999999999865
A_19,9.0,1.2650000000000432,-17.994
A_19,10.0,0.08699999999998909,-73.120991
A_2,-10.0,0.0,0.0
A_2,-9.0,0.0,0.0
A_2,-8.0,0.5630000000000024,0.31910000000000593
A_2,-7.0,0.0,0.0
A_2,-6.0,0.0,0.0
A_2,-5.0,0.0,0.0
A_2,-4.0,0.0,0.0
A_2,-3.0,0.0,0.0
A_2,-2.0,0.0,0.0
A_2,-1.0,0.0,0.0
A_2,1.0,0.05099999999999838,30.7273
A_2,2.0,0.05000000000000071,30.2678
A_2,3.1,0.07500000000000284,4.634399999999999
A_2,3.2,0.07900000000000063,5.798299999999998
A_2,4.1,0.24899999999999878,0.0
A_2,4.2,0.08699999999999974,15.916600000000003
A_2,4.3,0.08300000000000196,-0.007800000000003138
A_2,5.0,0.5589999999999975,3.970799999999997
A_2,6.0,2.960000000000001,-29.055
A_2,7.0,6.380000000000003,24.153600000000004
A_2,8.0,1.9990000000000023,-0.3178999999999945
A_2,9.0,1.0169999999999995,-13.515
A_2,10.0,0.08699999999999974,-73.139851
A_20,-10.0,0.0,0.0
A_20,-9.0,0.0,0.0
A_20,-8.0,0.4560000000000173,-0.8453999999999979
A_20,-7.0,0.0,0.0
A_20,-6.0,0.0,0.0
A_20,-5.0,0.0,0.0
A_20,-4.0,0.0,0.0
A_20,-3.0,0.0,0.0
A_20,-2.0,0.0,0.0
A_20,-1.0,0.49500000000000455,0.0
A_20,1.0,0.051000000000044565,30.5905
A_20,2.0,0.051000000000044565,30.5129
A_20,3.1,0.07400000000001228,4.357599999999998
A_20,3.2,0.08600000000001273,9.1019
A_20,4.1,0.24900000000002365,0.0
A_20,4.2,0.08100000000001728,14.713700000000003
A_20,4.3,0.08300000000002683,-0.007699999999999818
A_20,5.0,0.7870000000000346,5.050899999999999
A_20,6.0,3.1070000000000277,-29.030100000000004
A_20,7.0,6.927000000000021,23.925599999999996
A_20,8.0,1.9990000000000236,0.20130000000000337
A_20,9.0,0.8770000000000095,-13.554400000000001
A_20,10.0,0.08699999999998909,-73.0971204
A_21,-10.0,0.0,0.0
A_21,-9.0,0.0,0.0
A_21,-8.0,0.0,0.0
A_21,-7.0,0.0,0.0
A_21,-6.0,0.0,0.0
A_21,-5.0,0.0,0.0
A_21,-4.0,0.0,0.0
A_21,-3.0,0.0,0.0
A_21,-2.0,0.0,0.0
A_21,-1.0,0.5950000000000273,0.0
A_21,1.0,0.03500000000002501,21.1267
A_21,2.0,0.03500000000002501,21.0178
A_21,3.1,0.05299999999999727,3.2963999999999984
A_21,3.2,0.06099999999997863,2.876100000000001
A_21,4.1,0.24900000000002365,0.0
A_21,4.2,0.060000000000002274,10.9133
A_21,4.3,0.08299999999996999,-0.007699999999999818
A_21,5.0,0.3669999999999618,2.622499999999995
A_21,6.0,2.069999999999993,-20.488900000000008
A_21,7.0,5.581999999999994,16.999399999999994
A_21,8.0,1.9989999999999668,0.2856999999999985
A_21,9.0,0.5289999999999964,-9.6329
A_21,10.0,0.06100000000003547,-51.1752495
A_22,-10.0,0.0,0.0
A_22,-9.0,0.0,0.0
A_22,-8.0,0.0,0.0
A_22,-7.0,0.25099999999997635,2.3958999999999975
A_22,-6.0,0.0,0.0
A_22,-5.0,0.0,0.0
A_22,-4.0,0.0,0.0
A_22,-3.0,0.0,0.0
A_22,-2.0,0.0,0.0
A_22,-1.0,0.20999999999997954,0.0
A_22,1.0,0.051000000000044565,30.8232
A_22,2.0,0.05099999999998772,30.415499999999998
A_22,3.1,0.06900000000001683,4.060100000000006
A_22,3.2,0.09399999999999409,11.546999999999997
A_22,4.1,0.24900000000002365,0.0
A_22,4.2,0.08699999999998909,15.665099999999995
A_22,4.3,0.08299999999996999,-0.007800000000003138
A_22,5.0,0.575999999999965,3.891599999999997
A_22,6.0,2.8079999999999927,-29.046000000000006
A_22,7.0,6.834000000000003,24.016800000000003
A_22,8.0,1.9990000000000236,-0.18619999999999948
A_22,9.0,1.149000000000001,-16.066500000000005
A_22,10.0,0.08699999999998909,-72.891403
A_23,-10.0,0.0,0.0
A_23,-9.0,0.0,0.0
A_23,-8.0,0.0,0.0
A_23,-7.0,0.30400000000003047,0.8666000000000054
A_23,-6.0,0.0,0.0
A_23,-5.0,0.43200000000001637,0.12879999999999825
A_23,-4.0,0.0,0.0
A_23,-3.0,0.4340000000000259,-4.0
A_23,-2.0,0.0,0.0
A_23,-1.0,0.0,0.0
A_23,1.0,0.05099999999998772,30.6215
A_23,2.0,0.05000000000001137,29.8859
A_23,3.1,0.08199999999999363,4.7515
A_23,3.2,0.08499999999997954,10.230900000000005
A_23,4.1,0.24900000000002365,0.0
A_23,4.2,0.08600000000001273,15.533100000000005
A_23,4.3,0.08299999999996999,-0.007800000000003138
A_23,5.0,0.70799999999997,4.592699999999994
A_23,6.0,3.044999999999959,-29.46309999999999
A_23,7.0,7.423000000000002,24.283399999999993
A_23,8.0,1.9990000000000236,-0.18380000000000507
A_23,9.0,0.9700000000000273,-14.745400000000004
A_23,10.0,0.08600000000001273,-72.403393
A_24,-10.0,0.0,0.0
A_24,-9.0,0.0,0.0
A_24,-8.0,0.0,0.0
A_24,-7.0,0.0,0.0
A_24,-6.0,0.0,0.0
A_24,-5.0,0.0,0.0
A_24,-4.0,0.0,0.0
A_24,-3.0,0.0,0.0
A_24,-2.0,0.0,0.0
A_24,-1.0,0.3429999999999609,0.0
A_24,1.0,0.05099999999998772,30.6189
A_24,2.0,0.05099999999998772,30.7951
A_24,3.1,0.06600000000003092,4.0142999999999915
A_24,3.2,0.08199999999999363,2.98360000000001
A_24,4.1,0.2489999999999668,0.0
A_24,4.2,0.08999999999997499,15.869
A_24,4.3,0.08299999999996999,-0.007800000000003138
A_24,5.0,0.6029999999999518,4.058899999999994
A_24,6.0,2.75,-28.881999999999998
A_24,7.0,7.326999999999998,23.855600000000003
A_24,8.0,1.9989999999999668,0.622399999999999
A_24,9.0,0.8899999999999864,-13.51939999999999
A_24,10.0,0.08600000000001273,-72.561947
A_25,-10.0,0.0,0.0
A_25,-9.0,0.0,0.0
A_25,-8.0,0.3450000000000273,0.4848999999999961
A_25,-7.0,0.36000000000001364,4.4716999999999985
A_25,-6.0,0.0,0.0
A_25,-5.0,0.0,0.0
A_25,-4.0,0.0,0.0
A_25,-3.0,0.0,0.0
A_25,-2.0,0.0,0.0
A_25,-1.0,0.0,0.0
A_25,1.0,0.05099999999998772,30.5113
A_25,2.0,0.05099999999998772,30.481700000000004
A_25,3.1,0.07699999999999818,4.612199999999994
A_25,3.2,0.06999999999999318,4.596800000000002
A_25,4.1,0.2489999999999668,0.0
A_25,4.2,0.08600000000001273,15.66579999999999
A_25,4.3,0.08300000000002683,-0.007800000000003138
A_25,5.0,0.6979999999999791,4.545100000000005
A_25,6.0,2.7060000000000173,-29.055699999999995
A_25,7.0,6.742000000000019,23.9067
A_25,8.0,1.9990000000000236,0.3271000000000015
A_25,9.0,1.2800000000000296,-17.860699999999994
A_25,10.0,0.08699999999998909,-73.083392
A_26,-10.0,0.0,0.0
A_26,-9.0,0.0,0.0
A_26,-8.0,0.0,0.0
A_26,-7.0,0.0,0.0
A_26,-6.0,0.0,0.0
A_26,-5.0,0.396000000000015,0.35299999999999443
A_26,-4.0,0.0,0.0
A_26,-3.0,0.0,0.0
A_26,-2.0,0.0,0.0
A_26,-1.0,0.8499999999999659,0.0
A_26,1.0,0.051999999999964075,31.0958
A_26,2.0,0.05000000000001137,29.968499999999995
A_26,3.1,0.07600000000002183,4.183400000000006
A_26,3.2,0.09199999999998454,3.4120999999999952
A_26,4.1,0.2489999999999668,0.0
A_26,4.2,0.08600000000001273,15.540400000000005
A_26,4.3,0.08300000000002683,-0.007800000000003138
A_26,5.0,0.6820000000000164,4.09559999999999
A_26,6.0,3.0030000000000427,-29.381100000000004
A_26,7.0,7.853000000000009,23.955
A_26,8.0,1.9990000000000236,-0.33790000000000475
A_26,9.0,0.8550000000000182,-13.266099999999994
A_26,10.0,0.08699999999998909,-73.040712
A_27,-10.0,0.0,0.0
A_27,-9.0,0.0,0.0
A_27,-8.0,0.20099999999996498,-0.09479999999999222
A_27,-7.0,0.0,0.0
A_27,-6.0,0.0,0.0
A_27,-5.0,0.0,0.0
A_27,-4.0,0.0,0.0
A_27,-3.0,0.6899999999999977,0.0
A_27,-2.0,0.0,0.0
A_27,-1.0,0.0,0.0
A_27,1.0,0.05200000000002092,31.1687
A_27,2.0,0.04899999999997817,29.527600000000003
A_27,3.1,0.07699999999999818,4.78459999999999
A_27,3.2,0.08500000000003638,10.191200000000002
A_27,4.1,0.2489999999999668,0.0
A_27,4.2,0.08699999999998909,15.5227
A_27,4.3,0.08300000000002683,-0.007699999999999818
A_27,5.0,0.6920000000000073,4.352800000000002
A_27,6.0,2.775000000000034,-29.118500000000004
A_27,7.0,6.307999999999993,23.8861
A_27,8.0,1.9989999999999668,0.6967999999999961
A_27,9.0,1.0439999999999827,-13.350200000000001
A_27,10.0,0.08699999999998909,-73.142833
A_28,-10.0,0.0,0.0
A_28,-9.0,0.0,0.0
A_28,-8.0,0.13999999999998636,0.009399999999999409
A_28,-7.0,0.0,0.0
A_28,-6.0,0.0,0.0
A_28,-5.0,0.0,0.0
A_28,-4.0,0.0,0.0
A_28,-3.0,0.0,0.0
A_28,-2.0,0.0,0.0
A_28,-1.0,0.33199999999999363,0.0
A_28,1.0,0.05200000000002092,31.1751
A_28,2.0,0.04899999999997817,29.3215
A_28,3.1,0.08199999999999363,4.895299999999999
A_28,3.2,0.08500000000003638,0.3189000000000135
A_28,4.1,0.24900000000002365,0.0
A_28,4.2,0.08299999999996999,15.303799999999995
A_28,4.3,0.08299999999996999,-0.007800000000003138
A_28,5.0,0.7169999999999845,4.7331999999999965
A_28,6.0,3.018000000000029,-29.347399999999993
A_28,7.0,7.270000000000039,24.1428
A_28,8.0,1.9990000000000236,0.02560000000001139
A_28,9.0,0.9339999999999691,-13.6173
A_28,10.0,0.08699999999998909,-73.19994700000001
A_29,-10.0,0.0,0.0
A_29,-9.0,0.0,0.0
A_29,-8.0,0.22500000000002274,-1.0738999999999947
A_29,-7.0,0.40300000000002,4.235699999999994
A_29,-6.0,0.0,0.0
A_29,-5.0,0.0,0.0
A_29,-4.0,0.0,0.0
A_29,-3.0,0.0,0.0
A_29,-2.0,0.0,0.0
A_29,-1.0,0.0,0.0
A_29,1.0,0.051000000000044565,30.7732
A_29,2.0,0.04899999999997817,29.751399999999997
A_29,3.1,0.07599999999996498,5.013299999999994
A_29,3.2,0.09100000000000819,4.143199999999993
A_29,4.1,0.24900000000002365,0.0
A_29,4.2,0.08499999999997954,15.268199999999993
A_29,4.3,0.08299999999996999,-0.007699999999999818
A_29,5.0,0.6909999999999741,4.492999999999995
A_29,6.0,2.733000000000004,-29.191599999999994
A_29,7.0,6.603000000000009,24.0163
A_29,8.0,1.9990000000000236,0.8079999999999927
A_29,9.0,1.2340000000000373,-17.738
A_29,10.0,0.08699999999998909,-73.132807
A_3,-10.0,0.0,0.0
A_3,-9.0,0.0,0.0
A_3,-8.0,0.0,0.0
A_3,-7.0,0.7100000000000009,2.9656999999999982
A_3,-6.0,0.0,0.0
A_3,-5.0,0.0,0.0
A_3,-4.0,0.0,0.0
A_3,-3.0,0.0,0.0
A_3,-2.0,0.0,0.0
A_3,-1.0,0.23799999999999955,0.0
A_3,1.0,0.05099999999999483,30.5107
A_3,2.0,0.0519999999999996,31.257600000000004
A_3,3.1,0.06099999999999994,3.878299999999996
A_3,3.2,0.08200000000000074,3.0246000000000066
A_3,4.1,0.24900000000000233,0.0
A_3,4.2,0.08299999999999841,14.868499999999997
A_3,4.3,0.08299999999999841,-0.007800000000003138
A_3,5.0,0.7060000000000031,4.867900000000006
A_3,6.0,2.698999999999998,-29.1312
A_3,7.0,6.338999999999999,24.194200000000002
A_3,8.0,1.9990000000000023,-0.1595000000000084
A_3,9.0,1.3440000000000012,-16.631500000000003
A_3,10.0,0.08699999999999619,-73.066605
A_30,-10.0,0.0,0.0
A_30,-9.0,0.0,0.0
A_30,-8.0,0.0,0.0
A_30,-7.0,0.2440000000000282,0.3977000000000004
A_30,-6.0,0.0,0.0
A_30,-5.0,0.0,0.0
A_30,-4.0,0.0,0.0
A_30,-3.0,0.0,0.0
A_30,-2.0,0.0,0.0
A_30,-1.0,0.0,0.0
A_30,1.0,0.05099999999998772,30.3323
A_30,2.0,0.05099999999998772,30.7043
A_30,3.1,0.07000000000005002,4.1961999999999975
A_30,3.2,0.08699999999998909,8.042900000000003
A_30,4.1,0.2489999999999668,0.0
A_30,4.2,0.08799999999996544,15.9195
A_30,4.3,0.08299999999996999,-0.007799999999988927
A_30,5.0,0.6829999999999927,4.554200000000009
A_30,6.0,2.896000000000015,-29.385200000000005
A_30,7.0,6.240000000000009,24.168900000000008
A_30,8.0,1.9990000000000236,0.2459999999999951
A_30,9.0,0.9870000000000232,-14.054599999999994
A_30,10.0,0.08700000000004593,-73.19139799999999
A_31,-10.0,0.0,0.0
A_31,-9.0,0.0,0.0
A_31,-8.0,0.0,0.0
A_31,-7.0,0.0,0.0
A_31,-6.0,0.0,0.0
A_31,-5.0,0.44700000000000273,0.26780000000000825
A_31,-4.0,0.0,0.0
A_31,-3.0,0.5720000000000027,-2.0
A_31,-2.0,0.0,0.0
A_31,-1.0,0.5199999999999818,0.0
A_31,1.0,0.03699999999997772,21.9746
A_31,2.0,0.033999999999991815,20.517999999999997
A_31,3.1,0.05000000000001137,2.922799999999995
A_31,3.2,0.06200000000001182,11.791800000000002
A_31,4.1,0.24900000000002365,0.0
A_31,4.2,0.05499999999994998,10.208799999999997
A_31,4.3,0.08299999999996999,-0.007699999999999818
A_31,5.0,0.5570000000000164,3.7472999999999956
A_31,6.0,2.0170000000000528,-20.922599999999996
A_31,7.0,4.8700000000000045,16.724000000000004
A_31,8.0,1.9990000000000236,0.34090000000000487
A_31,9.0,0.5020000000000664,-9.4516
A_31,10.0,0.06100000000003547,-50.977434
A_32,-10.0,0.0,0.0
A_32,-9.0,0.0,0.0
A_32,-8.0,0.0,0.0
A_32,-7.0,0.5039999999999054,3.3352000000000004
A_32,-6.0,0.0,0.0
A_32,-5.0,0.0,0.0
A_32,-4.0,0.0,0.0
A_32,-3.0,0.0,0.0
A_32,-2.0,0.0,0.0
A_32,-1.0,0.0,0.0
A_32,1.0,0.05200000000002092,30.9491
A_32,2.0,0.05000000000006821,29.7676
A_32,3.1,0.08299999999996999,4.710300000000004
A_32,3.2,0.08899999999994179,6.115300000000005
A_32,4.1,0.24900000000002365,0.0
A_32,4.2,0.08500000000003638,15.548699999999997
A_32,4.3,0.08299999999996999,-0.007800000000003138
A_32,5.0,0.6920000000000073,4.534700000000001
A_32,6.0,2.9420000000000073,-29.2774
A_32,7.0,6.857999999999947,24.338699999999996
A_32,8.0,1.99899999999991,-0.5426999999999964
A_32,9.0,1.1639999999999873,-17.234300000000005
A_32,10.0,0.08699999999998909,-72.950496
A_33,-10.0,0.0,0.0
A_33,-9.0,0.0,0.0
A_33,-8.0,0.0,0.0
A_33,-7.0,0.0,0.0
A_33,-6.0,0.0,0.0
A_33,-5.0,0.44700000000000273,1.0545000000000044
A_33,-4.0,0.0,0.0
A_33,-3.0,0.0,0.0
A_33,-2.0,0.0,0.0
A_33,-1.0,0.0,0.0
A_33,1.0,0.051000000000044565,30.5805
A_33,2.0,0.05200000000002092,31.240600000000004
A_33,3.1,0.057999999999992724,3.6832000000000065
A_33,3.2,0.08400000000006003,1.1969999999999885
A_33,4.1,0.24900000000002365,0.0
A_33,4.2,0.08299999999996999,15.119900000000001
A_33,4.3,0.08300000000008367,-0.007699999999999818
A_33,5.0,0.7350000000000136,4.650500000000008
A_33,6.0,3.086999999999989,-30.243500000000004
A_33,7.0,7.252000000000066,24.037400000000005
A_33,8.0,1.9990000000000236,-0.8828000000000031
A_33,9.0,0.9089999999999918,-13.468000000000004
A_33,10.0,0.08699999999998909,-73.09026300000001
A_34,-10.0,0.0,0.0
A_34,-9.0,0.0,0.0
A_34,-8.0,0.0,0.0
A_34,-7.0,0.0,0.0
A_34,-6.0,0.0,0.0
A_34,-5.0,0.0,0.0
A_34,-4.0,0.0,0.0
A_34,-3.0,0.0,0.0
A_34,-2.0,0.0,0.0
A_34,-1.0,0.4860000000001037,0.0
A_34,1.0,0.05200000000002092,31.0897
A_34,2.0,0.049999999999954525,30.145400000000002
A_34,3.1,0.07000000000005002,4.247000000000007
A_34,3.2,0.07600000000002183,8.854200000000006
A_34,4.1,0.24900000000002365,0.0
A_34,4.2,0.08699999999998909,15.738500000000002
A_34,4.3,0.08300000000008367,-0.007699999999999818
A_34,5.0,0.6860000000000355,4.407699999999991
